N_N, Type_Host,Type_Loc,Type_Dir_cluster,Type_Dir,Type_NS,P_of_Sp,P_of_Sp_cluster,Host_Lemma,Host_Trans,
2353,human,,,,похож на (Тестелец),n,n,има,отец,
2354,human,,,,похож на (Тестелец),DEM_DAT__OBL,DEM_OBL,гой>голълъи(й),та>той(Д.П.),
2355,human,,,,похож на (Тестелец),n,n,има,отец,
2356,human,,,,похож на (Тестелец),DEM_DAT__OBL,DEM_OBL,гой>голълъи(й),та>той(Д.П.),
2357,,,,,похож на (Тестелец),DEM,DEM,гьу,это,
2358,abstract,,,,exchange,n,n,кумак,помощь,
2359,human_pro,,,,info_addressee,pro_GEN__OBL,pro_OBL,гощуб,он (р.п.),
2360,geo,in_inside.location,absence of movement,ess,,n_PL,n_PL,бел>бēбалъи,гора>горы,
2361,geo,in_inside.location,motion towards (lat__term),lat,,n_PL,n_PL,бел>бēбалъи,гора>горы,
2362,human,,,,info_addressee,n,n,има,отец,
2363,natural element(стихия),,absence of movement,ess,unclear,n+ла,n+,мучу,ветер,
2364,bodypart,,,,point of impact (точка приложения усилий (Ганенков)),n_PL,n_PL,реа>реабалъи,рука(кисть)>руки,
2365,edge_narrow.space,near,absence of movement,ess,,n,n,бекьар,край_ обочина,
2366,edge_narrow.space,near,absence of movement,ess,,n,n,бекьар,край_ обочина,
2367,edge_narrow.space,in_inside.location,absence of movement,ess,,n,n,бекIун,угол,
2368,edge_narrow.space,in_inside.location,absence of movement,ess,,n,n,бекIун,угол,
2369,item,,,,exchange,n,n,белет,билет,
2370,geo_item,,,,exchange,n,n,бехъи,фрукты,
2371,geo_item,,,,exchange,n,n,катушка,картошка,
2372,natural element(стихия),,,,unclear,n+ла,n+,мучу,ветер,
2373,location,in_inside.location,absence of movement,ess,,n_PL,n_PL,гьани>гьане,село>села,
2374,geo,in_inside.location,absence of movement,ess,,n,n,гъурда,луг,
2375,human_pro,,,,info_addressee,DEM,DEM,гьущý,3sg.M,
2376,mass,,,,exchange,n,n,бинзин,бензин,
2377,human,,,,info_addressee,n_DAT__OBL,n_OBL,йеши>йешилълъи(й),дочь>дочь. (DAT),
2378,unclear,in_inside.location,absence of movement,ess,,adj,adj,боццу,темный,
2379,unclear,in_inside.location,absence of movement,ess,,adj,adj,боццу,темный,
2380,unclear,in_inside.location,absence of movement,ess,,MSD,MSD,боцци>боццур,темнеть>темнота,
2381,corbel,3D_contact_corbel,absence of movement,ess,,n,n,гьанкIва,гвоздь,
2382,bodypart,3D_contact_layer,motion towards (lat__term),lat,,n_PL,n_PL,реа>реабалъи,рука(кисть)>руки,
2383,human_pro,,,,info_addressee,DEM,DEM,гьущý,3sg.M,
2384,human_pro,,,,info_addressee,pro_GEN__OBL,pro_OBL,гощуб,он (р.п.),
2385,building_part_horiz,in_inside.location__on,absence of movement,ess,,n,n,чIабар,пол,
2386,time_span,,,during,,n,n,зив,день ,
2387,human,,,,info_addressee,n,n,има,отец,
2388,human,,,,info_addressee,n,n,гьаркIкIи,жена,
2389,geo_item,between (DIS),absence of movement,ess,,n_PL,n_PL,гьума>гьумибалъи,столб>столбы,
2390,geo_item,natural extention,absence of movement,ess,,n_PL,n_PL,ру́ша>рушибалъи,дерево>деревья,
2391,building_part_horiz,near_contact,absence of movement,ess,,n,n,чIабар,пол,
2392,edge_narrow.space,near,absence of movement,ess,,n,n,гъи́жи,бок,
2393,edge_narrow.space,near,absence of movement,ess,,n,n,гъи́жи,бок,
2394,bodypart,near_contact,absence of movement,ess,,n_PL,n_PL,гъижугъван>гъижугъвандē,плечо>плечи,
2395,human,,,,info_addressee,n_PL,n_PL,ада́м>адамал,человек>люди,
2396,abstract,,,,exchange,n,n,гъурущ,рубль,
2397,human_pro,,,,info_addressee,pro_GEN__OBL,pro_OBL,гощуб,он (р.п.),
2398,geo_weather,,,,object of attention,n,n,гьава-бакъ,климат_ погода,
2399,human_aggr,in_container (DIS),,,math:consist of,n_PL,n_PL,биргада>..,бригада>бригады,
2400,building,unclear,,ess__prosecutive,target of sense perception,n,n,гьанкъу,дом_ комната,
2401,bodypart,in_room,absence of movement,ess,,n_PL,n_PL,гьантIукIа>гьантIукIабалъи,ухо>уши,
2402,bodypart,,,,point of impact (точка приложения усилий (Ганенков)),n_PL,n_PL,гьантIукIа>гьантIукIабалъи,ухо>уши,
2403,bodypart,in_room,absence of movement,ess,,n_PL,n_PL,гьантIукIа>гьантIукIабалъи,ухо>уши,
2404,text_sound,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,кечIи,песня,
2405,text,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,ххабар,рассказ,
2406,,,,,theme (нарратив),n,n,на,"вещь_ предмет; явление",
2407,human,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,има,отец,
2408,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2409,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2410,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2411,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2412,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2413,location,,absence of movement__motion towards,ess__lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2414,location,,absence of movement,ess,,adv,adv,гьачIчIахи,"наземь; на пол",
2415,location,,absence of movement__motion towards,ess__lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2416,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2417,location,,absence of movement,ess,,adv,adv,гьачIчIахи,"наземь; на пол",
2418,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2419,location_pp_gravitational,,absence of movement,ess,,adv<DEM,adv,гье>гьехи,"наверху>нареч. наверху_ на высоте; высоко",
2420,human,,,,info_addressee,DEM,DEM,гьиб-гьиб ,каждый,
2421,geo,3D_contact_cover,absence of movement,ess,,n_PL,n_PL,рекъа>рекъе,горка>горки,
2422,text,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,гIакълу,совет,
2423,human,,,,info_addressee,n,n,ила-има,родители,
2424,geo__event,,,,time+space__cause?,n_PL,n_PL,микъи>микъе,дорога>дороги,
2425,text,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,даклад,доклад,
2426,bodypart,3D_contact_cover,prolative__prosecutive,ess__prosecutive,,n,n,ххунххул,лицо,
2427,building_part,3D_contact_layer,absence of movement,ess,,n_PL,n_PL,къинда>къинде,стена>стены,
2428,text_sound,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,зурма,"зурна; дудка",
2429,abstract,,,,exchange,n,n,му́ху,труд_ работа,
2430,text,,,,unclear,n,n,изну,разрешение_ позволение_ дозволение,
2431,human,,,,info_addressee__unclear (target? реципиент воздействия?),n_PL,n_PL,гIадамал?,люди?,
2432,human_pro,,,,,pro,pro,гьил,их,
2433,geo_item,,,,похож на (Тестелец),n,n,инчу,яблоко,
2434,geo_item,,,,exchange,n,n,инчу,яблоко,
2435,abstract,,,,exchange,num,num,миллион,миллион,
2436,text,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,калам,речь_ разговор,
2437,time_span,,,during,,n,n,каникулде,каникулы,
2438,abstract,,,,exchange,n,n,капек,копейка,
2439,bodypart,unclear,,ess,unclear (instrument?),n_PL,n_PL,квачIи>квачIибалъи,лапа>лапы,
2440,bodypart,,,,unclear,n,n,ракIва,сердце_ душа,
2441,text,,,,exchange,n,n,кири,"благословение_ воздаяние; вознаграждение ",
2442,text,,,,exchange__motive,n,n,кири,"благословение_ воздаяние; вознаграждение ",
2443,location_remote,in_inside.location,absence of movement,ess,,n,n,чIчIидур,даль (> (ЧIЧIИДУРÁХИ____ЧIЧIИДУРÁХА -далеко)),
2444,human_pro,,,,info_addressee,DEM,DEM,гьущý,3sg.M,
2445,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2446,geo,in_inside.location,,ess__prosecutive,,n_PL,n_PL,микъи>микъе,дорога>дороги,
2447,geo,in_inside.location,prolative__prosecutive,ess__prosecutive,,n_PL,n_PL,къватIи>къватIе,улица>улицы,
2448,geo,in_inside.location,absence of movement,ess,,n,n,къватIи,улица,
2449,geo_item,,,,exchange,n,n,къеру,пшеница,
2450,bodypart,in_hole_tight (DIS),motion towards (lat__term),lat,,n_PL,n_PL,гьантIукIа>гьантIукIабалъи,ухо>уши,
2451,location,on_functional.layer,absence of movement,ess,,adv,adv,гьачIчIахи,"наземь; на пол",
2452,animal,,,ess__lat,target of sense perception (unstable object),n_PL,n_PL,кьетIир>кьетIе,ягненок >ягнята,
2453,geo,in_inside.location,absence of movement,ess,,n_PL,n_PL,кьуди>кьуде,скала>скалы,
2454,geo_item,,,,exchange,n,n,катушка,картошка,
2455,human,,,,target of sense perception (unstable object),n_PL,n_PL,ма́кIи>ма́кIил,ребенок>дети,
2456,human,,,,info_addressee,n,n,гьуду́л,друг,
2457,human,,,,info_addressee,n_PL,n_PL,мадухал>мадухалзáбалъи,сосед>соседи,
2458,human,,,,info_addressee,n,n,ила,мать,
2459,human,,,,info_addressee,n,n,гIабдал,дурак,
2460,abstract,,,,target of sense perception (unstable object),MSD,MSD,нучи>нучир,купаться>купание,
2461,item,,,,exchange,n,n,паларсса,палас ,
2462,human,,,,target of sense perception (unstable object),n,n,палипан,канатоходец,
2463,natural element(стихия),,absence of movement,ess,unclear,n+ла,n+,мучу,ветер,
2464,geo,in_inside.location,absence of movement,ess,,n_PL,n_PL,ру́хьу>рухье,лес>леса,
2465,bodypart,on.surface_as.neoplasm,absence of movement,ess,,n_PL,n_PL,реа>реабалъи,рука(кисть)>руки,
2466,text_unclear,,,,info_source?unclear (В.п. в РЯ)_ target of sense perception?,n,n,радивал,радио,
2467,geo,in_inside.location,absence of movement,ess,,n_PL,n_PL,рацIан>рацIанде,склон(теневой)>склоны,
2468,bodypart,on.surface_as.defect,absence of movement,ess,,n,n,регъил,бедро,
2469,geo,in_inside.location,absence of movement,ess,,n_PL,n_PL,хъутан>хъутанде,кутан (зимнее пастбище)>кутаны,
2470,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2471,location_unclear,,,,target of sense perception (unstable object),n,n,рукIа-рахъин,житьё-бытьё,
2472,bodypart,in_room,absence of movement,ess,,n_PL,n_PL,гьантIукIа>гьантIукIабалъи,ухо>уши,
2473,location_unclear,in_inside.location,absence of movement,ess,,n,n,садар,прохлада_ умеренный холод,
2474,location_unclear,in_inside.location,absence of movement,ess,,n,n,садар,прохлада_ умеренный холод,
2475,geo,in_inside.location,,ess__prosecutive,,n_PL,n_PL,микъи>микъе,дорога>дороги,
2476,abstract,,,,exchange,n,n,гъурущ,рубль,
2477,location,on_functional.layer,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2478,bodypart,inter,absence of movement,ess,,n_PL,n_PL,баса>басе,волос>волосы,
2479,,,,,info_addressee,n,n,Аллагь,Б-г,
2480,geo,in_inside.location,,ess__prosecutive,,n_PL,n_PL,микъи>микъе,дорога>дороги,
2481,geo,in_inside.location,absence of movement,ess,,n ,n,хъутан,кутан (зимнее пастбище),
2482,geo_item,natural extention,absence of movement,ess,,n_PL,n_PL,ру́ша>рушибалъи,дерево>деревья,
2483,edge_narrow.space,in_inside.location,absence of movement,ess,,n,n,бекIун,угол,
2484,human,,,,target of sense perception (unstable object),n_GEN__OBL<adj=(shift)n,n_OBL,кIвахIаллъов,больной(человек),
2485,human,in_personal.space (PRO),absence of movement__motion towards,ess__lat,,n,n,гьуду́л,друг,
2486,human,,,,target of sense perception (unstable object),n_PL,n_PL,ма́кIи>ма́кIил,ребенок>дети,
2487,human_pro,,,,info_addressee (or CUM),pro_GEN__OBL,pro_OBL,гощуб,он (р.п.),
2488,human_pro,,,,info_addressee,DEM,DEM,гьущý,3sg.M,
2489,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2490,location,,motion towards (lat__term),lat,,adv,adv,гьачIчIахи,"наземь; на пол",
2491,building_part_horiz,in_inside.location__on,motion towards (lat__term),lat,,n,n,чIабар,пол,
